id,old_name,new_name,clerk_date,created_date,modified_date,differs_creation,differs_modified
0B85__gYrQ-2UWmpOWHEwWUNoMW8,Thermodynamics - 201112 Report Fredrik Olsson and Emil Jansson.doc,201112 - Report Fredrik Olsson and Emil Jansson.doc,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UWEZBY3FwNk9HWVk,Uppsala University - 201112 Thermo Report - Updated Measurement Uncertainty.doc,201112 - Thermo Report - Updated Measurement Uncertainty.doc,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2Udk5mQVQ1Ymhqd0U,Thermodynamics - 201112 Report Fredrik Olsson Emil Jansson.doc,201112 - Report Fredrik Olsson Emil Jansson.doc,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UcWdTZlJtRVFfSm8,Uppsala University - 201112 Water Vapor Saturation Pressure.pdf,201112 - Water Vapor Saturation Pressure.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UTjBVMk1UVHJqekE,Uppsala University - 201112 Thermodynamics Final Report.doc,201112 - Thermodynamics Final Report.doc,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UYlQtQ3Rrbk5Najg,Studies - 201112 Thermodynamics Final Report.pdf,201112 - Thermodynamics Final Report.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UT1E0R1FzV2pSdUU,Uppsala University - 201112 Handout TF Assignment 3.pdf,201112 - Handout TF Assignment 3.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UWVUwZGtVa2RaVDQ,Uppsala University - 201112 Lesson 4 Solutions.pdf,201112 - Lesson 4 Solutions.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UcGNtUUdPODRVOTA,Uppsala University - 200912 KF09 Exam and Solutions.pdf,200912 - KF09 Exam and Solutions.pdf,200912,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2USElxRWV6bUhkRzQ,Uppsala University - 201112 Lesson 6 Solutions.pdf,201112 - Lesson 6 Solutions.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UOTFjQzdGd0xCb3c,Uppsala University - 201112 Lesson 7 Solutions.pdf,201112 - Lesson 7 Solutions.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UWS1fT3paWlJsWWM,Uppsala University - 20091209 Exam Solutions.pdf,200912 - Uppsala University - 20091209 Exam Solutions.pdf,200912,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UQkFjZGxHa3dzWTg,Uppsala University - 201112 Exam 100603 Solutions.pdf,201112 - Exam 100603 Solutions.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UY0Z3OEh1cURKUVU,Uppsala University - 201012 Exam Solutions.pdf,201012 - Exam Solutions.pdf,201012,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UOXpzcVNJOHMxb1E,201111 Unknown - Timesheet October November.doc,201111 - Unknown Timesheet October November.doc,201111,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UUFREVHI4Tm4tYWM,201112 Unknown - Time Reporting.xlsx,201112 - Unknown Time Reporting.xlsx,201112,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UY2ZEUlYwYUJoZlk,201112 Sveriges Ingenjörer - Timesheet.xls,201112 - Sveriges Ingenjörer Timesheet.xls,201112,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2USGVJaUNVeVNGdlE,Uppsala University - 201112 Lecture 7.pdf,201112 - Lecture 7.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UYklvQ1JYS1JJa1k,Uppsala University - 201112 Lecture 8.pdf,201112 - Lecture 8.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UMU96Y3BsU3lWVnM,Uppsala University - 201112 Lecture 9.pdf,201112 - Lecture 9.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2ULTRGWkE3QllDOHc,Uppsala University - 20040609 Exam.pdf,200406 - Uppsala University - 20040609 Exam.pdf,200406,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UUld4ck02QThzRmM,Uppsala University - 200503 Exam.pdf,200503 - Exam.pdf,200503,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UVnVaQU9tMjFoTkE,Uppsala University - 200603 Exam.pdf,200603 - Exam.pdf,200603,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UakNEaE80a1o3Ylk,Unknown - 201110 Document.pdf,201110 - Document.pdf,201110,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2Ubl8wRldKUGk2Zlk,Unknown - 201112 F11.pdf,201112 - F11.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UWXdmZ1o5bm9wcHc,Uppsala University - 201112 Lectures 5-9.pdf,201112 - Lectures 5-9.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UUzNVd1AtRFJRQkU,Uppsala University - 201106 Exam Solutions.pdf,201106 - Exam Solutions.pdf,201106,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UamljWENzNDg0NDg,Studies - 201112 Exams 2004-2006.pdf,201112 - Exams 2004-2006.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2Ua0R1SnRWYWdDckE,Unknown - F12 201112.pdf,201112 - Unknown - F12 201112.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2USkt1a01kMHgyUFk,Stockholms Nation - 201112 Quotes and Motto of the Seven.doc,201112 - Quotes and Motto of the Seven.doc,201112,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2US2t3ZENpY0ZCRmM,Finance - 201112 External Travel Expense Claim Form.doc,201112 - External Travel Expense Claim Form.doc,201112,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2URmRERFJKUmJXdjQ,Uppsala University - 201112 Sweden Mobile AB Budget Group A3 Revised.xlsx,201112 - Sweden Mobile AB Budget Group A3 Revised.xlsx,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UN2FWRkRjMkNnUVE,Unknown - 201112 Travel Expense Claim Payout Order Form.doc,201112 - Travel Expense Claim Payout Order Form.doc,201112,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UQUw1SmtyNDFMUW8,Uppsala University - 201112 RT111020 Part A.pdf,201112 - RT111020 Part A.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2Ua0VKZ0l4MzJzbU0,Control Theory - 2011 Part B.pdf,2011 - Part B.pdf,2011,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UNGYxNkhHWUZlakU,Control Theory - 201112 Part A.pdf,201112 - Part A.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UOEptQlZyQzF3U0E,RT110428 - 201112 Exam Part B.pdf,201112 - Exam Part B.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UanozVF9OLVl2MEk,Automatic Control - 20110610 Exam Part B.pdf,201106 - Automatic Control - 20110610 Exam Part B.pdf,201106,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UR3B6V0NTSmhIVUE,Control Theory - 201110 Exam Part B.pdf,201110 - Exam Part B.pdf,201110,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UZk1FX0t3b2xKRWM,Control Theory - 201108 Exam Part B.pdf,201108 - Exam Part B.pdf,201108,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UREdLRXg4M1QwN00,Uppsala University - 201112 Set Up 2D 9 Block MATLAB Script.m,201112 - Set Up 2D 9 Block MATLAB Script.m,201112,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2USXZ5aFh3LU5USzA,Uppsala University - 201112 Introduction Lecture.pptx,201112 - Introduction Lecture.pptx,201112,2014-06-21,2026-05-31,True,True
0B85__gYrQ-2UYUZ6UkhMejFtX1E,Studies - 200912 Scholarship Handbook.pdf,200912 - Scholarship Handbook.pdf,200912,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2Ub3BOQXp0MUdZLUU,Uppsala University - 201112 A3 Project Memorandum Draft.docx,201112 - A3 Project Memorandum Draft.docx,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UNkdIcURvVFFlZTA,Scientific Computing III - 201112 Solve 2D 9 Block.m,201112 - Solve 2D 9 Block.m,201112,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2US1pIbVNiM1lIUms,Uppsala University - 201112 Periodic 2.m,201112 - Periodic 2.m,201112,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2URmhtR21HQU9UN2s,Finances - 201112 Economy.xlsx,201112 - Economy.xlsx,201112,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2USUxiMEhGOE4tRm8,Uppsala University - 201112 Mechanics 1FA521.pdf,201112 - Mechanics 1FA521.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UOGthdzNSMTM3T00,Alexander & Gabriel - 201112 Workout Tips.docx,201112 - Workout Tips.docx,201112,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UMVZVYWpvTlBoR3M,Alexander & Gabriel - 201112 Training Schedule.xlsx,201112 - Training Schedule.xlsx,201112,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UTzUtUy1xNzZrWHc,Scientific Computing III - 201112 FD1.m,201112 - FD1.m,201112,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UenBTZDBJejBaSWs,Uppsala University - 201112 Setup 2D 9 Block.m,201112 - Setup 2D 9 Block.m,201112,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UcUdXbjJQWkJyOWc,Scientific Computing III - 201112 Preparatory Test 1.m,201112 - Preparatory Test 1.m,201112,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UTm1XTnc0TFMxc1E,201201 Grades & Certificates - High School Transcript.pdf,201201 - Grades & Certificates High School Transcript.pdf,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UZ3hmTEF1SXpoNVU,Bicycle - 201201 Image.gif,201201 - Image.gif,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UdnFMVFNzeVBDTXM,Stockholms Nation - 201201 Stretcher.jpg,201201 - Stretcher.jpg,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UVVNFYmRYaUt1VDQ,Archive - 201201 Kimono.jpg,201201 - Kimono.jpg,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UOWV0ZTZ4czZhZUk,Unknown - 201201 Annanas.jpg,201201 - Annanas.jpg,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UcFBneXBVLXNwSlk,Uppsala University - 2011 Johan Klerfelt - CL-3 JP Morgan.pdf,2011 - Johan Klerfelt - CL-3 JP Morgan.pdf,2011,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UcUhVWTF6SWFIUTQ,Unknown - Cymbal.jpg,201409 - Unknown - Cymbal.jpg,201409,2014-09-04,2026-05-31,False,True
0B85__gYrQ-2USUlxSThHMFZTREU,201201 Morgan Stanley - Johan Klerfelt CL-3.pdf,201201 - Morgan Stanley Johan Klerfelt CL-3.pdf,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UeVh5UDlTSEptX2s,201201 Goldman Sachs - Johan Klerfelt Reference.docx,201201 - Goldman Sachs Johan Klerfelt Reference.docx,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UY2pGWk5kNzQzeWs,201201 Johan Klerfelt - Blackrock Reference.docx,201201 - Johan Klerfelt Blackrock Reference.docx,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UaVlPRWtKNXpHaU0,201201 PwC - Cover Letter Johan.docx,201201 - PwC Cover Letter Johan.docx,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UM0dEcV9UUnVmM28,Studies - 201201 Ekollon.gif,201201 - Ekollon.gif,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2URm4tYlRtYWl4c1k,Uppsala University - 201201 Assignment 3 Task 2 v0.1.xlsx,201201 - Assignment 3 Task 2 v0.1.xlsx,201201,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UNm10TS00b3ZaTk0,Studies - 201201 GU2 Draft.xlsx,201201 - GU2 Draft.xlsx,201201,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UcnVwSlMtZThkUTg,Unknown - 201201 Discarded.docx,201201 - Discarded.docx,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UVk5HenhyWjJEYlU,Unknown - 201201 Presentation.pptx,201201 - Presentation.pptx,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UQTlLcHFMekwzWVk,Uppsala University - 201201 Sample Take-Home Exam 1.pdf,201201 - Sample Take-Home Exam 1.pdf,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UOWhWWExiX0NsRG8,Uppsala University - 201201 Sample Take-Home Exam 2.pdf,201201 - Sample Take-Home Exam 2.pdf,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UTUdSbVA3MUJfNkE,Uppsala University - 201201 Take-Home Exam Instructions.doc,201201 - Take-Home Exam Instructions.doc,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2Ua3ZjbEE0NEJxQlk,201201 CVs & Cover Letters - Cover Letter Daniel Adersteg.docx,201201 - CVs & Cover Letters Cover Letter Daniel Adersteg.docx,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UZXl5LTVwc3lCdjg,Uppsala University - 201201 Sample Take-Home Exam 3.pdf,201201 - Sample Take-Home Exam 3.pdf,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2URk1WSDZqLVlvSUE,Relationships - 201201 Birthdays.docx,201201 - Birthdays.docx,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2Ub2FkUzBmNWdVeU0,Business Administration II - 201201.docx,201201 - Business Administration II - 201201.docx,201201,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UeldrbWhoUVQzblE,Uppsala University - 201201 Product and Investment Calculation.docx,201201 - Product and Investment Calculation.docx,201201,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UbGNpSU5YYUZqV1k,Uppsala University - 201201 ERA Distance Autumn Term 2011 - Start Home Exam 2 Content.pdf,201201 - ERA Distance Autumn Term 2011 - Start Home Exam 2 Content.pdf,201201,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UMzlrX3JPejByWG8,Uppsala University - 201201 Example Questions.pdf,201201 - Example Questions.pdf,201201,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2USjh2Zk0yQkhFbnc,Uppsala University - 201101 ERA Exam.pdf,201101 - ERA Exam.pdf,201101,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UNFFTU24zU3AxRDg,Uppsala University - 201102 Comprehensive Exam.pdf,201102 - Comprehensive Exam.pdf,201102,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UR2U4M3djUHFFNFk,Uppsala University - 201006 ERA Magazine.pdf,201006 - ERA Magazine.pdf,201006,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2Ud2o5MzE4REdXZDg,Uppsala University - 201101 ERA Exam Solutions.pdf,201101 - ERA Exam Solutions.pdf,201101,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UaW1EdkJRU2kxQ2c,Uppsala University - 201102 Exam Solution.pdf,201102 - Exam Solution.pdf,201102,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UY25OSVpoRjBYdG8,ERA - 201006 Exam Solution.pdf,201006 - Exam Solution.pdf,201006,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UVHk2Y2lqeWhnS3c,Uppsala University - 201201 Entrepreneurship Glossary.docx,201201 - Entrepreneurship Glossary.docx,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2USmpkSHhkZGx6bk0,Uppsala University - 20110829 Lecture 1.pdf,201108 - Uppsala University - 20110829 Lecture 1.pdf,201108,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UX2x0RVlBRnNRbkk,Unknown - 201201 New Word Document.docx,201201 - New Word Document.docx,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UbGdRWTBUc0JDeWM,Uppsala University - 201109 Lecture 10.pdf,201109 - Lecture 10.pdf,201109,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UX3VNRzBIbmRLQlU,Uppsala University - 201109 Lecture 11.pdf,201109 - Lecture 11.pdf,201109,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UUVlJeGFLd0hFa2c,Uppsala University - 201109 Lecture 12.pdf,201109 - Lecture 12.pdf,201109,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UcTBFRmdNOXVOdWM,Uppsala University - 201109 Lecture 14.pdf,201109 - Lecture 14.pdf,201109,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2URHUzMUl6Sno4dEU,Uppsala University - 201109 Lecture 13.pdf,201109 - Lecture 13.pdf,201109,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UU2I4czJnNTZsZmc,Uppsala University - 201109 Lecture 15.pdf,201109 - Lecture 15.pdf,201109,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2US1BFUWR4QjRsaTg,Uppsala University - 201109 Lecture 16.pdf,201109 - Lecture 16.pdf,201109,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UNnJYMHpHenJRUTA,Uppsala University - 20110921 Lecture 17.pdf,201109 - Uppsala University - 20110921 Lecture 17.pdf,201109,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2URWY0ZFNaVkxPQlU,Uppsala University - 201109 Lecture 18.pdf,201109 - Lecture 18.pdf,201109,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UakRwTzRnUGNiZWc,Uppsala University - 201108 Lecture 2.pdf,201108 - Lecture 2.pdf,201108,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UREhBRnRzeWdPdGM,Uppsala University - 201108 Lecture 3.pdf,201108 - Lecture 3.pdf,201108,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UeHV2ZmhHeU93U0k,Uppsala University - 201109 Lecture 4.pdf,201109 - Lecture 4.pdf,201109,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UQU03MmFzdENXeHc,Uppsala University - 201109 Lecture 5.pdf,201109 - Lecture 5.pdf,201109,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UX2h4QkE4bG9HMWM,Uppsala University - 201109 Lecture 6.pdf,201109 - Lecture 6.pdf,201109,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UMnVlTUM5VXN3X0E,Uppsala University - 201109 Lecture 7.pdf,201109 - Lecture 7.pdf,201109,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UQUxzZmJuZnViMkk,Uppsala University - 201109 Lecture 8.pdf,201109 - Lecture 8.pdf,201109,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UWm45UWxPLTFuejg,Uppsala University - 201109 Lecture 9.pdf,201109 - Lecture 9.pdf,201109,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UdlJQbzdualJQMGc,Uppsala University - 201201 Basic Exercises.pdf,201201 - Basic Exercises.pdf,201201,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UUXM3dDFJb0g4V0U,Uppsala University - 201201 Seminar Instructions.pdf,201201 - Seminar Instructions.pdf,201201,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2URGwzU0NTbVVkWVU,Uppsala University - 2012 Spring Exam Compendium.pdf,2012 - Spring Exam Compendium.pdf,2012,2012-09-01,2026-05-31,False,True
0B85__gYrQ-2UbURONGNaT0V0VG8,Unknown - 201201 Comments.pdf,201201 - Comments.pdf,201201,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UeTNFcV9LTU9qdmM,Unknown - 201201 A 4.jpg,201201 - A 4.jpg,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2Ua29rU0ljSjZmaHM,Uppsala University - 201201 Report.docx,201201 - Report.docx,201201,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UUVZsOFExNkstS2c,Uppsala University - 201201 Web Assignment 271.xlsx,201201 - Web Assignment 271.xlsx,201201,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2USVRSbEMzWmJGVEk,201201 CVs & Cover Letters - Summer Internship Management Consulting Cover Letter.docx,201201 - CVs & Cover Letters Summer Internship Management Consulting Cover Letter.docx,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UWHh0SHI3SkRCM2s,Uppsala University - 201201 Association Sequences.docx,201201 - Association Sequences.docx,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UcWRyNjdEaVpXNk0,Uppsala University - 201201 Take-home Exam.xlsx,201201 - Take-home Exam.xlsx,201201,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UTTVkd2RwSU1TTlE,Unknown - 201201 Sub-images.docx,201201 - Sub-images.docx,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UQ0szVUZxQmlTeWM,201201 CVs & Cover Letters - Summer Internship Management Consulting.pdf,201201 - CVs & Cover Letters Summer Internship Management Consulting.pdf,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UQnhRdl9wWk1rY2s,201201 CVs & Cover Letters - Summer Internship IT Consulting.docx,201201 - CVs & Cover Letters Summer Internship IT Consulting.docx,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UMTdSVkVjMG5ucFk,Uppsala University - 201201 Business Administration A Part II Plan.xlsx,201201 - Business Administration A Part II Plan.xlsx,201201,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UY1N2bC1wXzJhaU0,Uppsala University - 201201 Two Facts according to Andrew Davidson.doc,201201 - Two Facts according to Andrew Davidson.doc,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UTjdrWHVha3dHUzA,Scientific Computing III - 201201 FD2.m,201201 - FD2.m,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UWlE3WlN6SlYyT2s,Uppsala University - 201201 Basic Micro and Macro.pdf,201201 - Basic Micro and Macro.pdf,201201,2012-09-01,2026-05-31,True,True
0B85__gYrQ-2UX3ktenNLaFYxeU0,Uppsala University - 20111213 Exam with Solutions.pdf,201112 - Uppsala University - 20111213 Exam with Solutions.pdf,201112,2012-07-02,2026-05-31,True,True
0B85__gYrQ-2UWTh4Z25rd3haY0E,Uppsala University - 201201 Intro BVIII.pdf,201201 - Intro BVIII.pdf,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2URDJPZlFxbU9hWHM,Uppsala University - 201201 Introduction Lecture Slides.pdf,201201 - Introduction Lecture Slides.pdf,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2URklYdS1tTXkxQW8,Unknown - 201201 Video 0.avi,201201 - Video 0.avi,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UX1ZiOHc3SjFNUWs,Unknown - 201201 Video.avi,201201 - Video.avi,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2ULWRCZDZ6bTUtZFk,Unknown - 201201 Video 160.avi,201201 - Video 160.avi,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UcDNTNV9MX2doU0k,Unknown - 201201 Video.avi,201201 - Video.avi,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UdXRRb2RfajEybGs,Unknown - 201201 AB Video.avi,201201 - AB Video.avi,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2URVd1TzJVWldIMWs,Unknown - 201201 AC.avi,201201 - AC.avi,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UNnZxQ0dOYnhXLVE,Unknown - 201201 AA.avi,201201 - AA.avi,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UNWxTa0hQaDFlQU0,Unknown - 201201 B.avi,201201 - B.avi,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2URkx3bHV4Z0NlRms,Unknown - 201201 BA.avi,201201 - BA.avi,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UN21mNGNFbmNvOVE,Unknown - BC 201201.avi,201201 - Unknown - BC 201201.avi,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UV2ozTkx1WnVPV2s,Scientific Computing III - 201201 Finite Difference 2 Task 2.m,201201 - Finite Difference 2 Task 2.m,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UcHo1eVFaamVsNzA,Unknown - BB.avi,201208 - Unknown - BB.avi,201208,2012-08-03,2026-05-31,False,True
0B85__gYrQ-2UZUd1VzdOLXBmbDA,Unknown - 201201 CA.avi,201201 - CA.avi,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UTmJPRlp0NHFGTVE,Uppsala University - 201201 Wave Equation.pdf,201201 - Wave Equation.pdf,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2URENNUEF2M2lYaTg,Unknown - 201201 CB.avi,201201 - CB.avi,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UQzBuRlJmUXUzeVk,Uppsala University - 201201 Lab 1.xls,201201 - Lab 1.xls,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2UT1U0RjU3RzVMQ3M,Scientific Computing - 201201 Glossary.docx,201201 - Glossary.docx,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2Ua283TmhQWW5EeTQ,Unknown - 201201 CC.avi,201201 - CC.avi,201201,2012-08-03,2026-05-31,True,True
0B85__gYrQ-2ULVROaXhld0FmU0U,Unknown - f2.pdf,201208 - Unknown - f2.pdf,201208,2012-08-03,2026-05-31,False,True
0B85__gYrQ-2Ud25mT09OWENhOEk,Uppsala University - 201201 Economics Glossary.docx,201201 - Economics Glossary.docx,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UQXpQc3JsbUhUbnM,201112 Unknown - Timesheet.xls,201112 - Unknown Timesheet.xls,201112,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UMDgya0lPTE5kcTA,Stockholms Nation - 201201 Info Desk Spring Semester.xls,201201 - Info Desk Spring Semester.xls,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UMlZOSVZ3TkR5VjA,Football - 201201 Registration List.doc,201201 - Registration List.doc,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UZjdNZnZlRFJCRWc,Stockholms Nation - 201201 Floorball Registration List.doc,201201 - Floorball Registration List.doc,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UUUFVTWJmN3ppaDg,Stockholms Nation - 201201 Basketball Registration List.doc,201201 - Basketball Registration List.doc,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UalA2NzNGd1h0Umc,Stockholms Nation - 201201 Sports Association.docx,201201 - Sports Association.docx,201201,2014-09-04,2026-05-31,True,True
0B85__gYrQ-2UcmhSODFrbm0zWUU,Uppsala University - 201201 Report Example.pdf,201201 - Report Example.pdf,201201,2014-06-21,2026-05-31,True,True
0B85__gYrQ-2UVFNIRzBudVVTZkk,Uppsala University - 201201 Report Example 2.pdf,201201 - Report Example 2.pdf,201201,2014-06-21,2026-05-31,True,True
0B85__gYrQ-2UUVhHOGNSWmxHcW8,Uppsala University - 201201 Example Report 3.pdf,201201 - Example Report 3.pdf,201201,2014-06-21,2026-05-31,True,True
0B85__gYrQ-2UOWFJR294dGJMODQ,Uppsala University - 201201 Report Example 4.pdf,201201 - Report Example 4.pdf,201201,2014-06-21,2026-05-31,True,True
0B85__gYrQ-2URXBEUHlzMmJhbGc,Uppsala University - 201201 Report Example 5.pdf,201201 - Report Example 5.pdf,201201,2014-06-21,2026-05-31,True,True
0B85__gYrQ-2UU0wxTGRidjF6bms,Collections - 201201 Entrepreneurship Stories.doc,201201 - Entrepreneurship Stories.doc,201201,2012-08-03,2026-05-31,True,True
